ID,SPECIES_NAME,TAXONOMIC_NAME,Level,submitted_name,valid_name_FishBase,Genus_FishBase,Family_FishBase,Class_FishBase,AphiaID,rls_EM,Comment
2605,Stegastes nigricans,Stegastes nigricans,species,Stegastes nigricans,Stegastes nigricans,Stegastes,Pomacentridae,Actinopteri,218849,1,NA
2606,Stegastes obreptus,Stegastes obreptus,species,Stegastes obreptus,Stegastes obreptus,Stegastes,Pomacentridae,Actinopteri,276675,1,NA
2607,Stegastes partitus,Stegastes partitus,species,Stegastes partitus,Stegastes partitus,Stegastes,Pomacentridae,Actinopteri,276677,1,NA
2608,Stegastes pictus,Stegastes pictus,species,Stegastes pictus,Stegastes pictus,Stegastes,Pomacentridae,Actinopteri,276678,1,NA
2609,Stegastes planifrons,Stegastes planifrons,species,Stegastes planifrons,Stegastes planifrons,Stegastes,Pomacentridae,Actinopteri,276679,1,NA
2610,Stegastes punctatus,Stegastes punctatus,species,Stegastes punctatus,Stegastes punctatus,Stegastes,Pomacentridae,Actinopteri,712757,1,NA
2611,Stegastes rectifraenum,Stegastes rectifraenum,species,Stegastes rectifraenum,Stegastes rectifraenum,Stegastes,Pomacentridae,Actinopteri,276680,1,NA
2612,Stegastes spp.,Stegastes spp.,genus,NA,NA,Stegastes,Pomacentridae,Actinopteri,NA,NA,NA
2613,Stegastes variabilis,Stegastes variabilis,species,Stegastes variabilis,Stegastes variabilis,Stegastes,Pomacentridae,Actinopteri,276688,1,NA
2614,Stephanolepis cirrhifer,Stephanolepis cirrhifer,species,Stephanolepis cirrhifer,Stephanolepis cirrhifer,Stephanolepis,Monacanthidae,Actinopteri,275247,1,NA
2615,Stephanolepis hispidus,Stephanolepis hispidus,species,Stephanolepis hispidus,Stephanolepis hispida,Stephanolepis,Monacanthidae,Actinopteri,307126,1,NA
2616,Stethojulis albovittata,Stethojulis albovittata,species,Stethojulis albovittata,Stethojulis albovittata,Stethojulis,Labridae,Actinopteri,219058,1,NA
2617,Stethojulis balteata,Stethojulis balteata,species,Stethojulis balteata,Stethojulis balteata,Stethojulis,Labridae,Actinopteri,219060,1,NA
2618,Stethojulis bandanensis,Stethojulis bandanensis,species,Stethojulis bandanensis,Stethojulis bandanensis,Stethojulis,Labridae,Actinopteri,277106,1,NA
2619,Stethojulis interrupta,Stethojulis interrupta,species,Stethojulis interrupta,Stethojulis interrupta,Stethojulis,Labridae,Actinopteri,219063,1,NA
2620,Stethojulis marquesensis,Stethojulis marquesensis,species,Stethojulis marquesensis,Stethojulis marquesensis,Stethojulis,Labridae,Actinopteri,277108,1,NA
2621,Stethojulis spp.,Stethojulis spp.,genus,NA,NA,Stethojulis,Labridae,Actinopteri,NA,NA,NA
2622,Stethojulis strigiventer,Stethojulis strigiventer,species,Stethojulis strigiventer,Stethojulis strigiventer,Stethojulis,Labridae,Actinopteri,219061,1,NA
2623,Stethojulis terina,Stethojulis terina,species,Stethojulis terina,Stethojulis terina,Stethojulis,Labridae,Actinopteri,277110,1,NA
2624,Stethojulis trilineata,Stethojulis trilineata,species,Stethojulis trilineata,Stethojulis trilineata,Stethojulis,Labridae,Actinopteri,219057,1,NA
2625,Stichaeus punctatus punctatus,Stichaeus punctatus punctatus,species,Stichaeus punctatus punctatus,Stichaeus punctatus punctatus,Stichaeus,Stichaeidae,Actinopteri,293745,1,NA
2626,Stigmatopora macropterygia,Stigmatopora macropterygia,species,Stigmatopora macropterygia,Stigmatopora macropterygia,Stigmatopora,Syngnathidae,Actinopteri,282893,1,NA
2627,Strongylura incisa,Strongylura incisa,species,Strongylura incisa,Strongylura incisa,Strongylura,Belonidae,Actinopteri,275981,1,NA
2628,Stygnobrotula latebricola,Stygnobrotula latebricola,species,Stygnobrotula latebricola,Stygnobrotula latebricola,Stygnobrotula,Bythitidae,Actinopteri,282910,1,NA
2629,Suezichthys arquatus,Suezichthys arquatus,species,Suezichthys arquatus,Suezichthys arquatus,Suezichthys,Labridae,Actinopteri,278736,1,NA
2630,Suezichthys aylingi,Suezichthys aylingi,species,Suezichthys aylingi,Suezichthys aylingi,Suezichthys,Labridae,Actinopteri,278737,1,NA
2631,Suezichthys cyanolaemus,Suezichthys cyanolaemus,species,Suezichthys cyanolaemus,Suezichthys cyanolaemus,Suezichthys,Labridae,Actinopteri,278740,1,NA
2632,Suezichthys devisi,Suezichthys devisi,species,Suezichthys devisi,Suezichthys devisi,Suezichthys,Labridae,Actinopteri,278741,1,NA
2633,Sufflamen albicaudatum,Sufflamen albicaudatum,species,Sufflamen albicaudatum,Sufflamen albicaudatum,Sufflamen,Balistidae,Actinopteri,276850,1,NA
2634,Sufflamen bursa,Sufflamen bursa,species,Sufflamen bursa,Sufflamen bursa,Sufflamen,Balistidae,Actinopteri,219894,1,NA
2635,Sufflamen chrysopterum,Sufflamen chrysopterum,species,Sufflamen chrysopterum,Sufflamen chrysopterum,Sufflamen,Balistidae,Actinopteri,276851,1,NA
2636,Sufflamen fraenatum,Sufflamen fraenatum,species,Sufflamen fraenatum,Sufflamen fraenatum,Sufflamen,Balistidae,Actinopteri,276852,1,NA
2637,Sufflamen verres,Sufflamen verres,species,Sufflamen verres,Sufflamen verres,Sufflamen,Balistidae,Actinopteri,276853,1,NA
2638,Sutorectus tentaculatus,Sutorectus tentaculatus,species,Sutorectus tentaculatus,Sutorectus tentaculatus,Sutorectus,Orectolobidae,Elasmobranchii,282913,1,NA
2639,Symphodus bailloni,Symphodus bailloni,species,Symphodus bailloni,Symphodus bailloni,Symphodus,Labridae,Actinopteri,273566,1,NA
2640,Symphodus cinereus,Symphodus cinereus,species,Symphodus cinereus,Symphodus cinereus,Symphodus,Labridae,Actinopteri,273567,1,NA
2641,Symphodus doderleini,Symphodus doderleini,species,Symphodus doderleini,Symphodus doderleini,Symphodus,Labridae,Actinopteri,273568,1,NA
2642,Symphodus mediterraneus,Symphodus mediterraneus,species,Symphodus mediterraneus,Symphodus mediterraneus,Symphodus,Labridae,Actinopteri,273569,1,NA
2643,Symphodus melanocercus,Symphodus melanocercus,species,Symphodus melanocercus,Centrolabrus melanocercus,Centrolabrus,Labridae,Actinopteri,1022907,1,NA
2644,Symphodus melops,Symphodus melops,species,Symphodus melops,Symphodus melops,Symphodus,Labridae,Actinopteri,273571,1,NA
2645,Symphodus ocellatus,Symphodus ocellatus,species,Symphodus ocellatus,Symphodus ocellatus,Symphodus,Labridae,Actinopteri,273572,1,NA
2646,Symphodus roissali,Symphodus roissali,species,Symphodus roissali,Symphodus roissali,Symphodus,Labridae,Actinopteri,273573,1,NA
2647,Symphodus rostratus,Symphodus rostratus,species,Symphodus rostratus,Symphodus rostratus,Symphodus,Labridae,Actinopteri,273574,1,NA
2648,Symphodus spp.,Symphodus spp.,genus,NA,NA,Symphodus,Labridae,Actinopteri,NA,NA,NA
2649,Symphodus tinca,Symphodus tinca,species,Symphodus tinca,Symphodus tinca,Symphodus,Labridae,Actinopteri,273575,1,NA
2650,Symphorichthys spilurus,Symphorichthys spilurus,species,Symphorichthys spilurus,Symphorichthys spilurus,Symphorichthys,Lutjanidae,Actinopteri,282914,1,NA
2651,Symphorus nematophorus,Symphorus nematophorus,species,Symphorus nematophorus,Symphorus nematophorus,Symphorus,Lutjanidae,Actinopteri,282915,1,NA
2652,Synanceia horrida,Synanceia horrida,species,Synanceia horrida,Synanceia horrida,Synanceia,Synanceiidae,Actinopteri,276862,1,NA
2653,Synanceia verrucosa,Synanceia verrucosa,species,Synanceia verrucosa,Synanceia verrucosa,Synanceia,Synanceiidae,Actinopteri,215627,1,NA
2654,Synchiropus bartelsi,Synchiropus bartelsi,species,Synchiropus bartelsi,Synchiropus bartelsi,Synchiropus,Callionymidae,Actinopteri,273239,1,NA
2655,Synchiropus moyeri,Synchiropus moyeri,species,Synchiropus moyeri,Synchiropus moyeri,Synchiropus,Callionymidae,Actinopteri,273252,1,NA
2656,Synchiropus splendidus,Synchiropus splendidus,species,Synchiropus splendidus,Synchiropus splendidus,Synchiropus,Callionymidae,Actinopteri,273264,1,NA
2657,Synchiropus spp.,Synchiropus spp.,genus,NA,NA,Synchiropus,Callionymidae,Actinopteri,NA,NA,NA
2658,Synchiropus stellatus,Synchiropus stellatus,species,Synchiropus stellatus,Synchiropus stellatus,Synchiropus,Callionymidae,Actinopteri,219787,1,NA
2659,Synchirus gilli,Synchirus gilli,species,Synchirus gilli,Synchirus gilli,Synchirus,Cottidae,Actinopteri,282921,1,NA
2660,Syngnathid spp.,Syngnathid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
2661,Syngnathinae spp.,Syngnathid spp.,higher,NA,NA,NA,NA,NA,NA,NA,NA
2662,Syngnathus abaster,Syngnathus abaster,species,Syngnathus abaster,Syngnathus abaster,Syngnathus,Syngnathidae,Actinopteri,127386,1,NA
2663,Synodus binotatus,Synodus binotatus,species,Synodus binotatus,Synodus binotatus,Synodus,Synodontidae,Actinopteri,217674,1,NA
2664,Synodus capricornis,Synodus capricornis,species,Synodus capricornis,Synodus capricornis,Synodus,Synodontidae,Actinopteri,272123,1,NA
2665,Synodus dermatogenys,Synodus dermatogenys,species,Synodus dermatogenys,Synodus dermatogenys,Synodus,Synodontidae,Actinopteri,217667,1,NA
2666,Synodus doaki,Synodus doaki,species,Synodus doaki,Synodus doaki,Synodus,Synodontidae,Actinopteri,217672,1,NA
2667,Synodus intermedius,Synodus intermedius,species,Synodus intermedius,Synodus intermedius,Synodus,Synodontidae,Actinopteri,158759,1,NA
2668,Synodus jaculum,Synodus jaculum,species,Synodus jaculum,Synodus jaculum,Synodus,Synodontidae,Actinopteri,217673,1,NA
2669,Synodus lacertinus,Synodus lacertinus,species,Synodus lacertinus,Synodus lacertinus,Synodus,Synodontidae,Actinopteri,272130,1,NA
2670,Synodus rubromarmoratus,Synodus rubromarmoratus,species,Synodus rubromarmoratus,Synodus rubromarmoratus,Synodus,Synodontidae,Actinopteri,272137,1,NA
2671,Synodus sageneus,Synodus sageneus,species,Synodus sageneus,Synodus sageneus,Synodus,Synodontidae,Actinopteri,272138,1,NA
2672,Synodus saurus,Synodus saurus,species,Synodus saurus,Synodus saurus,Synodus,Synodontidae,Actinopteri,126372,1,NA
2673,Synodus spp.,Synodus spp.,genus,NA,NA,Synodus,Synodontidae,Actinopteri,NA,NA,NA
2674,Synodus synodus,Synodus synodus,species,Synodus synodus,Synodus synodus,Synodus,Synodontidae,Actinopteri,126373,1,NA
2675,Synodus ulae,Synodus ulae,species,Synodus ulae,Synodus ulae,Synodus,Synodontidae,Actinopteri,272144,1,NA
2676,Synodus variegatus,Synodus variegatus,species,Synodus variegatus,Synodus variegatus,Synodus,Synodontidae,Actinopteri,217670,1,NA
2677,Taeniamia biguttata,Taeniamia biguttata,species,Taeniamia biguttata,Taeniamia biguttata,Taeniamia,Apogonidae,Actinopteri,1014189,1,NA
2678,Taeniamia fucata,Taeniamia fucata,species,Taeniamia fucata,Taeniamia fucata,Taeniamia,Apogonidae,Actinopteri,1010872,1,NA
2679,Taeniamia leai,Taeniamia leai,species,Taeniamia leai,Taeniamia leai,Taeniamia,Apogonidae,Actinopteri,1043439,1,NA
2680,Taeniamia melasma,Taeniamia melasma,species,Taeniamia melasma,Taeniamia melasma,Taeniamia,Apogonidae,Actinopteri,1013783,1,NA
2681,Taeniamia zosterophora,Taeniamia zosterophora,species,Taeniamia zosterophora,Taeniamia zosterophora,Taeniamia,Apogonidae,Actinopteri,1021454,1,NA
2682,Taenianotus triacanthus,Taenianotus triacanthus,species,Taenianotus triacanthus,Taenianotus triacanthus,Taenianotus,Scorpaenidae,Actinopteri,218119,1,NA
2683,Taeniura grabata,Taeniura grabata,species,Taeniura grabata,Taeniura grabata,Taeniura,Dasyatidae,Elasmobranchii,105855,1,NA
2684,Taeniura lymma,Taeniura lymma,species,Taeniura lymma,Taeniura lymma,Taeniura,Dasyatidae,Elasmobranchii,217422,1,NA
2685,Taeniura meyeni,Taeniura meyeni,species,Taeniura meyeni,Taeniurops meyeni,Taeniurops,Dasyatidae,Elasmobranchii,712972,1,NA
2686,Takifugu alboplumbeus,Takifugu alboplumbeus,species,Takifugu alboplumbeus,Takifugu alboplumbeus,Takifugu,Tetraodontidae,Actinopteri,278412,1,NA
2687,Taurulus bubalis,Taurulus bubalis,species,Taurulus bubalis,Taurulus bubalis,Taurulus,Cottidae,Actinopteri,127204,1,NA
2688,Tautoga onitis,Tautoga onitis,species,Tautoga onitis,Tautoga onitis,Tautoga,Labridae,Actinopteri,158830,1,NA
2689,Tautogolabrus adspersus,Tautogolabrus adspersus,species,Tautogolabrus adspersus,Tautogolabrus adspersus,Tautogolabrus,Labridae,Actinopteri,159785,1,NA
2690,Tetractenos glaber,Tetractenos glaber,species,Tetractenos glaber,Tetractenos glaber,Tetractenos,Tetraodontidae,Actinopteri,282944,1,NA
2691,Thalassoma amblycephalum,Thalassoma amblycephalum,species,Thalassoma amblycephalum,Thalassoma amblycephalum,Thalassoma,Labridae,Actinopteri,212216,1,NA
2692,Thalassoma bifasciatum,Thalassoma bifasciatum,species,Thalassoma bifasciatum,Thalassoma bifasciatum,Thalassoma,Labridae,Actinopteri,159786,1,NA
2693,Thalassoma cupido,Thalassoma cupido,species,Thalassoma cupido,Thalassoma cupido,Thalassoma,Labridae,Actinopteri,273578,1,NA
2694,Thalassoma duperrey,Thalassoma duperrey,species,Thalassoma duperrey,Thalassoma duperrey,Thalassoma,Labridae,Actinopteri,273579,1,NA
2695,Thalassoma grammaticum,Thalassoma grammaticum,species,Thalassoma grammaticum,Thalassoma grammaticum,Thalassoma,Labridae,Actinopteri,273580,1,NA
2696,Thalassoma hardwicke,Thalassoma hardwicke,species,Thalassoma hardwicke,Thalassoma hardwicke,Thalassoma,Labridae,Actinopteri,212217,1,NA
2697,Thalassoma hebraicum,Thalassoma hebraicum,species,Thalassoma hebraicum,Thalassoma hebraicum,Thalassoma,Labridae,Actinopteri,212207,1,NA
2698,Thalassoma heiseri,Thalassoma heiseri,species,Thalassoma heiseri,Thalassoma heiseri,Thalassoma,Labridae,Actinopteri,273581,1,NA
2699,Thalassoma jansenii,Thalassoma jansenii,species,Thalassoma jansenii,Thalassoma jansenii,Thalassoma,Labridae,Actinopteri,273582,1,NA
2700,Thalassoma lucasanum,Thalassoma lucasanum,species,Thalassoma lucasanum,Thalassoma lucasanum,Thalassoma,Labridae,Actinopteri,273584,1,NA
2701,Thalassoma lunare,Thalassoma lunare,species,Thalassoma lunare,Thalassoma lunare,Thalassoma,Labridae,Actinopteri,212209,1,NA
2702,Thalassoma lutescens,Thalassoma lutescens,species,Thalassoma lutescens,Thalassoma lutescens,Thalassoma,Labridae,Actinopteri,273585,1,NA
2703,Thalassoma nigrofasciatum,Thalassoma nigrofasciatum,species,Thalassoma nigrofasciatum,Thalassoma nigrofasciatum,Thalassoma,Labridae,Actinopteri,273587,1,NA
2704,Thalassoma pavo,Thalassoma pavo,species,Thalassoma pavo,Thalassoma pavo,Thalassoma,Labridae,Actinopteri,126970,1,NA
2705,Thalassoma purpureum,Thalassoma purpureum,species,Thalassoma purpureum,Thalassoma purpureum,Thalassoma,Labridae,Actinopteri,212213,1,NA
2706,Thalassoma quinquevittatum,Thalassoma quinquevittatum,species,Thalassoma quinquevittatum,Thalassoma quinquevittatum,Thalassoma,Labridae,Actinopteri,212211,1,NA
2707,Thalassoma rueppellii,Thalassoma rueppellii,species,Thalassoma rueppellii,Thalassoma rueppellii,Thalassoma,Labridae,Actinopteri,273590,1,NA
2708,Thalassoma septemfasciatum,Thalassoma septemfasciatum,species,Thalassoma septemfasciatum,Thalassoma septemfasciatum,Thalassoma,Labridae,Actinopteri,402495,1,NA
2709,Thalassoma sp. (bimaculatus),Thalassoma spp.,genus,NA,NA,Thalassoma,Labridae,Actinopteri,NA,NA,NA
2710,Thalassoma spp.,Thalassoma spp.,genus,NA,NA,Thalassoma,Labridae,Actinopteri,NA,NA,NA
2711,Thalassoma trilobatum,Thalassoma trilobatum,species,Thalassoma trilobatum,Thalassoma trilobatum,Thalassoma,Labridae,Actinopteri,212212,1,NA
2712,Thamnaconus analis,Thamnaconus analis,species,Thamnaconus analis,Thamnaconus analis,Thamnaconus,Monacanthidae,Actinopteri,277205,1,NA
2713,Thorogobius ephippiatus,Thorogobius ephippiatus,species,Thorogobius ephippiatus,Thorogobius ephippiatus,Thorogobius,Gobiidae,Actinopteri,126937,1,NA
2714,Threpterius maculosus,Threpterius maculosus,species,Threpterius maculosus,Chironemus maculosus,Chironemus,Chironemidae,Actinopteri,712747,1,NA
2715,Thunnus albacares,Thunnus albacares,species,Thunnus albacares,Thunnus albacares,Thunnus,Scombridae,Actinopteri,127027,1,NA
2716,Thunnus spp.,Thunnus spp.,genus,NA,NA,Thunnus,Scombridae,Actinopteri,NA,NA,NA
2717,Thyrsites atun,Thyrsites atun,species,Thyrsites atun,Thyrsites atun,Thyrsites,Gempylidae,Actinopteri,219697,1,NA
2718,Thysanophrys cirronasa,Thysanophrys cirronasa,species,Thysanophrys cirronasa,Thysanophrys cirronasus,Thysanophrys,Platycephalidae,Actinopteri,401151,1,NA
2719,Tilodon sexfasciatus,Tilodon sexfasciatus,species,Tilodon sexfasciatus,Tilodon sexfasciatus,Tilodon,Kyphosidae,Actinopteri,315843,1,NA
2720,Torpedo marmorata,Torpedo marmorata,species,Torpedo marmorata,Torpedo marmorata,Torpedo,Torpedinidae,Elasmobranchii,271684,1,NA
2721,Torquigener pleurogramma,Torquigener pleurogramma,species,Torquigener pleurogramma,Torquigener pleurogramma,Torquigener,Tetraodontidae,Actinopteri,278273,1,NA
2722,Torquigener squamicauda,Torquigener squamicauda,species,Torquigener squamicauda,Torquigener squamicauda,Torquigener,Tetraodontidae,Actinopteri,278275,1,NA
2723,Trachelochismus melobesia,Trachelochismus melobesia,species,Trachelochismus melobesia,Trachelochismus melobesia,Trachelochismus,Gobiesocidae,Actinopteri,283024,1,NA
2724,Trachichthys australis,Trachichthys australis,species,Trachichthys australis,Trachichthys australis,Trachichthys,Trachichthyidae,Actinopteri,283027,1,NA
2725,Trachinops brauni,Trachinops brauni,species,Trachinops brauni,Trachinops brauni,Trachinops,Plesiopidae,Actinopteri,283029,1,NA
2726,Trachinops caudimaculatus,Trachinops caudimaculatus,species,Trachinops caudimaculatus,Trachinops caudimaculatus,Trachinops,Plesiopidae,Actinopteri,283030,1,NA
2727,Trachinops noarlungae,Trachinops noarlungae,species,Trachinops noarlungae,Trachinops noarlungae,Trachinops,Plesiopidae,Actinopteri,283031,1,NA
2728,Trachinops taeniatus,Trachinops taeniatus,species,Trachinops taeniatus,Trachinops taeniatus,Trachinops,Plesiopidae,Actinopteri,283032,1,NA
2729,Trachinotus anak,Trachinotus anak,species,Trachinotus anak,Trachinotus anak,Trachinotus,Carangidae,Actinopteri,273288,1,NA
2730,Trachinotus baillonii,Trachinotus baillonii,species,Trachinotus baillonii,Trachinotus baillonii,Trachinotus,Carangidae,Actinopteri,218440,1,NA
2731,Trachinotus blochii,Trachinotus blochii,species,Trachinotus blochii,Trachinotus blochii,Trachinotus,Carangidae,Actinopteri,151169,1,NA
2732,Trachinotus ovatus,Trachinotus ovatus,species,Trachinotus ovatus,Trachinotus ovatus,Trachinotus,Carangidae,Actinopteri,126819,1,NA
2733,Trachinotus rhodopus,Trachinotus rhodopus,species,Trachinotus rhodopus,Trachinotus rhodopus,Trachinotus,Carangidae,Actinopteri,273297,1,NA
2734,Trachinotus stilbe,Trachinotus stilbe,species,Trachinotus stilbe,Trachinotus stilbe,Trachinotus,Carangidae,Actinopteri,273298,1,NA
2735,Trachinus draco,Trachinus draco,species,Trachinus draco,Trachinus draco,Trachinus,Trachinidae,Actinopteri,127082,1,NA
2736,Trachurus declivis,Trachurus declivis,species,Trachurus declivis,Trachurus declivis,Trachurus,Carangidae,Actinopteri,273301,1,NA
2737,Trachurus japonicus,Trachurus japonicus,species,Trachurus japonicus,Trachurus japonicus,Trachurus,Carangidae,Actinopteri,273302,1,NA
2738,Trachurus mediterraneus,Trachurus mediterraneus,species,Trachurus mediterraneus,Trachurus mediterraneus,Trachurus,Carangidae,Actinopteri,126820,1,NA
2739,Trachurus novaezelandiae,Trachurus novaezelandiae,species,Trachurus novaezelandiae,Trachurus novaezelandiae,Trachurus,Carangidae,Actinopteri,273304,1,NA
2740,Trachurus symmetricus,Trachurus symmetricus,species,Trachurus symmetricus,Trachurus symmetricus,Trachurus,Carangidae,Actinopteri,273305,1,NA
2741,Trachurus trachurus,Trachurus trachurus,species,Trachurus trachurus,Trachurus trachurus,Trachurus,Carangidae,Actinopteri,126822,1,NA
2742,Trachypoma macracanthus,Trachypoma macracanthus,species,Trachypoma macracanthus,Trachypoma macracanthus,Trachypoma,Serranidae,Actinopteri,283033,1,NA
2743,Tragulichthys jaculiferus,Tragulichthys jaculiferus,species,Tragulichthys jaculiferus,Tragulichthys jaculiferus,Tragulichthys,Diodontidae,Actinopteri,219975,1,NA
2744,Triaenodon obesus,Triaenodon obesus,species,Triaenodon obesus,Triaenodon obesus,Triaenodon,Carcharhinidae,Elasmobranchii,214557,1,NA
2745,Trianectes bucephalus,Trianectes bucephalus,species,Trianectes bucephalus,Trianectes bucephalus,Trianectes,Tripterygiidae,Actinopteri,283037,1,NA
2746,Tridentiger trigonocephalus,Tridentiger trigonocephalus,species,Tridentiger trigonocephalus,Tridentiger trigonocephalus,Tridentiger,Gobiidae,Actinopteri,283049,1,NA
2747,Trimma anaima,Trimma anaima,species,Trimma anaima,Trimma anaima,Trimma,Gobiidae,Actinopteri,278485,1,NA
2748,Trimma benjamini,Trimma benjamini,species,Trimma benjamini,Trimma benjamini,Trimma,Gobiidae,Actinopteri,278488,1,NA
2749,Trimma caesiura,Trimma caesiura,species,Trimma caesiura,Trimma caesiura,Trimma,Gobiidae,Actinopteri,278490,1,NA
2750,Trimma cana,Trimma cana,species,Trimma cana,Trimma cana,Trimma,Gobiidae,Actinopteri,278491,1,NA
2751,Trimma fangi,Trimma fangi,species,Trimma fangi,Trimma fangi,Trimma,Gobiidae,Actinopteri,278494,1,NA
2752,Trimma lantana,Trimma lantana,species,Trimma lantana,Trimma lantana,Trimma,Gobiidae,Actinopteri,278503,1,NA
2753,Trimma macrophthalmum,Trimma macrophthalmum,species,Trimma macrophthalmum,Trimma macrophthalmus,Trimma,Gobiidae,Actinopteri,402917,1,NA
